addressable_patients,peak_penetration,annual_price_usd,approval_prob,ramp_years,exclusivity_years,operating_margin,discount_rate,peak_revenue_musd,npv_if_approved_musd,rnpv_musd,synergy_musd
56230,0.361261668117406,88199.66545391777,0.8688755114207036,5,13,0.6614972408570521,0.12429222682659663,1791.6653894815852,5802.213378480966,5041.401116599698,449.39800745349123
49828,0.3333646033234583,97043.57649870569,0.9025452688696647,6,12,0.6286962448868708,0.09926275473812862,1611.9803155668874,4735.108732847509,4273.649984414952,91.00010753094627
47574,0.4450762040780316,85861.85873768163,0.8656217347724071,6,11,0.5551366075755042,0.12079729279999354,1818.0437478894385,4355.949491905707,3770.6045557644034,581.6211808635032
56706,0.4042834093763957,84608.09356130562,0.8971965349043222,6,12,0.751463960333583,0.11010101445787847,1939.6655053041118,6601.795155508006,5923.107737669924,387.8022037839139
44549,0.32164656130485547,84713.18618552212,0.900049827728068,6,12,0.6043383648051923,0.10702477081229532,1213.858011548581,3434.789057459414,3091.4812994485983,243.1397506440266
46859,0.3614117314847002,81976.58658881701,0.875981047179797,4,12,0.6249370393565254,0.12098220562598026,1388.305655398543,4851.963676383549,4250.228222116799,598.8391153185986
51313,0.44119824704960175,82562.65564891713,0.8873862540212996,4,11,0.775862278594063,0.09524443583894959,1869.1529403166605,8052.030306423598,7145.261010883213,225.7018100845411
44979,0.2478798848973737,82303.1178456028,0.8689559616267815,4,11,0.6019783707146823,0.09292819625009513,917.6295049868918,3253.6759721369394,2827.301133190207,232.0717797043413
43607,0.2764211605267006,74352.23337338002,0.8127535409229777,5,11,0.6052958229010198,0.09175264132355285,896.2342034798876,2847.8383074698586,2314.5906683722274,152.74829620378935
55957,0.3629632237521223,80795.47095873154,0.8733495188545704,6,13,0.617032177420854,0.11512229238249905,1640.9829290721607,4774.99916481661,4170.243223123562,369.2497812922695
41462,0.4318017440433601,80210.39987574186,0.9088649068668714,6,11,0.6123073084342934,0.09748290049082145,1436.0359784644102,3890.1004792041986,3535.5758097346957,82.98938647495868
55997,0.3692702879496881,90531.43934953383,0.8762623763027243,6,13,0.5975960438974058,0.08739644689481813,1872.011666205685,6363.8481206661,5576.400676644503,448.901060096576
49323,0.26202739441969475,90896.42412267454,0.8451930216262823,4,12,0.7128503120798036,0.13193816509643283,1174.7433106471658,3987.657962439685,3370.3406824865015,130.97244753030708
53221,0.28148620168296995,77634.24616954823,0.9005421491445493,4,13,0.6158586491002264,0.10218632003594622,1163.0368671292279,4702.490458718046,4234.790864025687,589.8315203281907
50035,0.2838735596862215,80662.64940258276,0.8068005494148662,6,13,0.5695454721171287,0.10487582888174926,1145.701100751329,3250.256730730643,2622.30891609285,203.18550727251593
