peak_sales_musd,approved,time_to_peak,exclusivity_years,operating_margin,discount_rate,npv_musd
778.8901146649074,1,4,11,0.6088689292255449,0.10774487116128645,2371.8582976513953
956.0268163657954,1,4,11,0.6623748898418605,0.14375682151724406,2636.66093629799
886.1614838864477,1,6,11,0.626852546728732,0.09377870556881894,2580.1192024903653
997.1056332378835,1,4,11,0.6071362790129138,0.0941255059256131,3257.2309090088993
926.3488629561668,0,6,11,0.679333910426504,0.12021509358112335,0.0
766.0747910449388,1,4,12,0.6751399615483202,0.10459228674914166,2787.133196834036
856.4847974637579,1,5,10,0.7112292218813072,0.1343509484344857,2294.576675913975
874.1758625176061,1,5,10,0.6455858975824372,0.14869564006481478,1983.0816857825491
1062.9307543127031,1,4,11,0.578219058589328,0.08130340362231463,3549.3889966814645
921.7578855504256,1,6,11,0.6651342674497993,0.10198777475467856,2715.1683863002863
882.2123239556954,1,5,10,0.5949610358581657,0.09933052062859193,2362.010862725138
828.7446992916834,1,4,11,0.6239543090331657,0.11308142894407204,2514.653172817248
898.8009075086786,1,5,12,0.5503132178714273,0.11561084854771358,2327.712158807965
823.1189538301275,1,6,11,0.5524440762575572,0.10056606663216962,2030.3949019390855
882.7523032472517,1,4,10,0.7155605115196201,0.12041609478418057,2776.2650523659227
773.8669222821516,1,5,10,0.5332213637916686,0.10251054140642005,1826.2661875566785
753.8489777589947,0,5,10,0.693265845101019,0.12146144117744412,0.0
798.0847880295205,1,5,11,0.6596024558245016,0.10536325303696248,2470.3726915324946
757.2110699842658,1,5,11,0.6158982808400343,0.09238265176260292,2353.6375641321356
835.1536045989623,1,4,10,0.7155036547218927,0.11058745856542788,2755.6538173449244
808.6610174631221,0,5,12,0.6724505481709468,0.10204238565592764,0.0
881.2331846708664,1,5,12,0.6943224098508131,0.07559035489949621,3657.7268163115837
895.4135413496815,1,5,11,0.6148468550999429,0.11650951133697571,2430.904872781664
788.1246689813281,1,6,10,0.6856135744752939,0.1118033845015132,2094.4018850596053
881.3813295504483,1,4,12,0.7732438817928842,0.10549789573411263,3653.922372614992
937.338088667282,1,6,12,0.5967443168462314,0.10542162943467999,2596.866292428336
831.8738519035593,1,5,10,0.6445981150105375,0.10896813730347683,2295.0390501695233
941.511541202728,1,4,12,0.5055864397403638,0.11439903971200255,2428.755302183785
747.5183140930818,1,4,12,0.7265375416171849,0.12828142777545976,2570.072446614642
766.9710937863639,1,6,11,0.6155666622518529,0.10906014565696333,2008.0307058627197
1075.967952263671,1,6,10,0.588461222711696,0.10609489263917359,2529.9841823297334
731.9553737733979,1,5,12,0.6774264929267387,0.09616350970982782,2614.2365501106033
892.7098973836629,1,4,10,0.5732850686807771,0.1236865287388875,2214.1209071139483
894.3018755136774,1,6,11,0.581656065079229,0.10662851897160974,2243.231638913448
831.9294961762828,1,5,12,0.6939321754863021,0.12143297601188317,2628.410744059975
681.5089479129064,1,6,10,0.6226877775873759,0.1158770600810382,1609.8419171312382
871.3570245741553,1,4,11,0.6002946883478903,0.10953591504266563,2591.4609659559155
874.4904492256269,1,6,10,0.5903470022544882,0.1093986723101517,2026.738436696151
820.9410232217691,1,6,10,0.7005951655913373,0.11481578499998246,2194.0572706515477
837.9240137331116,0,4,10,0.6645724961605903,0.09903977054294329,0.0
1019.8033879081663,1,4,10,0.6455828670495453,0.12382024404479744,2846.488601768035
897.9731852969303,1,6,11,0.71508706446994,0.1334226679509028,2386.3592414581803
727.4511694583246,1,6,10,0.6544323348699006,0.13583192908527456,1629.1079605796326
910.3308806393085,1,4,12,0.6317339224343946,0.11277020458797363,2960.7436131132285
730.0818674786825,1,4,10,0.6115442388278806,0.07592171125361097,2458.1080897598786
1069.2379454181914,0,6,12,0.6194555054215706,0.12791797811759667,0.0
842.5922732708907,1,5,11,0.6803565550391809,0.12966738329477157,2359.778614109242
835.4037959933955,1,4,11,0.6394331957224504,0.1082389871126756,2664.6880798444095
1032.7726490447676,1,6,11,0.6109489785367554,0.10444240547465722,2755.2395732116115
856.8186116588054,1,4,10,0.6520493394887971,0.12244210893847199,2431.6048470363094
892.2891896787673,1,5,12,0.6614977223921107,0.0963754680355129,3108.012865914553
742.4719033507337,1,5,11,0.6789721286433631,0.11221548987840166,2278.393961157606
797.1813305583471,1,6,11,0.5893771360575386,0.12703227524544156,1807.8439331217537
983.4569789723846,1,6,11,0.5879340500786125,0.11908309667120606,2324.5808706744715
