Mean rNPV ($B),Median rNPV ($B),5th percentile ($B),25th percentile ($B),75th percentile ($B),95th percentile ($B),Mean peak sales ($B),P(rNPV > $4.3B)
3.6074659263356703,3.509932749499101,2.3238469445669594,2.937749483870613,4.148113645563442,5.293066242023216,1.2583042362650592,0.2044
